,ID,ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICAC,CP,OTROS_CP,CONTROL,Geometry1_,geometry,POBTOT,P_18YMAS,TVIVHAB
383,2131,16,54,HOSPITALES DE DON VASCO,1,58248,,1462,1=X<z4H-,"POLYGON ((-101.1545173993584 19.70280413010348, -101.1543019824204 19.70230967970397, -101.1541498267877 19.70196546311697, -101.1540867092517 19.70183481119347, -101.1540214395304 19.70168507605856, -101.1538794056106 19.70135669003798, -101.154821433943 19.7011804222152, -101.155031222588 19.70114116678133, -101.155545758929 19.70103896066025, -101.1556164331877 19.70101655670828, -101.1557016397356 19.70107850544421, -101.1562038783086 19.70147980978511, -101.1566500109221 19.7018137082094, -101.1567511146439 19.70189010041714, -101.1560424265364 19.70201831272836, -101.156172490697 19.70250632779963, -101.1551136099847 19.70269829850638, -101.1545173993584 19.70280413010348))",381,289,92
384,2132,16,54,12 DE DICIEMBRE,1,58258,,1463,1=X<z4F,"POLYGON ((-101.1528090546295 19.70568831001891, -101.152757741817 19.7055696346419, -101.1526560047453 19.70533433827905, -101.1525911000031 19.70518239849842, -101.1524374058571 19.70482260434984, -101.152248865608 19.70433767639272, -101.1521031058175 19.70397629453534, -101.1519485826207 19.70403270273097, -101.1517156568995 19.70411528879932, -101.151598345053 19.70415688179399, -101.1515692419286 19.70409180721228, -101.1514420240162 19.7038073472153, -101.1513089421253 19.70382296905933, -101.1510583355245 19.70391013224626, -101.1510451948154 19.70388073474349, -101.1509256867587 19.70361337949219, -101.1507331715975 19.70311465924041, -101.1503744594849 19.70316091665574, -101.1502843930667 19.70317589715179, -101.1501115536411 19.70278472852014, -101.1498349291697 19.70212950048538, -101.1506523201829 19.70199539655462, -101.150702851324 19.70198524967829, -101.1508518571466 19.70195532957571, -101.1511810035738 19.70188923384048, -101.1515304428734 19.70181906347242, -101.151614709439 19.70180214192412, -101.1519431042626 19.70173864199454, -101.15236969585 19.70165615099648, -101.152616591248 19.70160840835979, -101.1530462161612 19.7015216545521, -101.153254157077 19.70199024493042, -101.1532837506311 19.70205249247388, -101.1534147045801 19.70236702533754, -101.1538284184717 19.70330800972112, -101.1539797659854 19.70364363863545, -101.1541172605222 19.7039575770035, -101.1542493517117 19.70426605309709, -101.1546701602763 19.7052269993143, -101.1540397210395 19.70547656075976, -101.1539750324394 19.70550216586699, -101.1537610693182 19.70556084038982, -101.1532658574771 19.70562361856921, -101.1528443871289 19.70567704563755, -101.1528090546295 19.70568831001891))",1820,1275,464
385,2133,16,54,DIEGO DE BASALENQUE,1,58258,,1464,1=X<z4F,"POLYGON ((-101.1521343910392 19.70627370244343, -101.1514746958414 19.70629610563709, -101.1513791959728 19.70629856289982, -101.1513814988454 19.70592603339215, -101.1513926624013 19.70566696472432, -101.1518104989488 19.70555820653675, -101.1515755104201 19.70505521439549, -101.1513723971848 19.70469183472064, -101.1512115700759 19.70429401637487, -101.151598345053 19.70415688179399, -101.1517156568995 19.70411528879932, -101.1519485826207 19.70403270273097, -101.1521031058175 19.70397629453534, -101.152248865608 19.70433767639272, -101.1524374058571 19.70482260434984, -101.1525911000031 19.70518239849842, -101.1526560047453 19.70533433827905, -101.152757741817 19.7055696346419, -101.1528090546295 19.70568831001891, -101.1530224739843 19.70624353784472, -101.1528968797965 19.70624780496746, -101.1526292030473 19.70625689681785, -101.1521343910392 19.70627370244343))",490,330,113
386,2134,16,54,NICOLAS ROMERO,10,58258,,1466,1=X<z4gx,"POLYGON ((-101.1499514202831 19.7063352887498, -101.1497767858983 19.70633076937845, -101.1495268677104 19.70632430093132, -101.1494237729843 19.70609390966957, -101.1492533722634 19.70571310433511, -101.1488890804401 19.70480125579158, -101.148809704115 19.70465242629128, -101.1491556225041 19.70439871735264, -101.1492276992996 19.70434585347349, -101.1493057305802 19.70428970597971, -101.1495452226725 19.70483296545747, -101.1499967531388 19.70468692789591, -101.1503006552882 19.70535357033569, -101.1503231839565 19.70539331903332, -101.1503342864544 19.7054213190483, -101.1505501514295 19.70590376208881, -101.1507010031095 19.70625583358467, -101.1507142277263 19.70631566906911, -101.1506676334404 19.70631686760493, -101.1504043458723 19.70632363952702, -101.1501777428214 19.70632946823493, -101.1499514202831 19.7063352887498))",1008,698,228
387,2137,16,54,NICOLAS ROMERO,1,58258,,1469,1=X<z4F,"POLYGON ((-101.1495452226725 19.70483296545747, -101.1493057305802 19.70428970597971, -101.1492276992996 19.70434585347349, -101.1491556225041 19.70439871735264, -101.148809704115 19.70465242629128, -101.1486620798229 19.70431660185883, -101.1483205892747 19.70351514619071, -101.1487257795663 19.70344328822408, -101.1491276715576 19.70337201458002, -101.14938381474 19.70332658774521, -101.1498361089514 19.7032504582947, -101.1502843929302 19.70317589751691, -101.1503744593483 19.7031609170209, -101.1507331714607 19.70311465960559, -101.1509256867587 19.70361337949219, -101.1510451948154 19.70388073474349, -101.1510583355245 19.70391013224626, -101.1513089421253 19.70382296905933, -101.1514420240162 19.7038073472153, -101.1515692419286 19.70409180721228, -101.151598345053 19.70415688179399, -101.1512115700759 19.70429401637487, -101.1508393602021 19.70441440127876, -101.1504228321114 19.70454912177135, -101.1499967531388 19.70468692789591, -101.1495452226725 19.70483296545747))",1008,698,228
388,2135,16,54,LOMA LIBRE,1,58258,,1467,1=X<z4F,"POLYGON ((-101.1472674518218 19.70637884954505, -101.1467388153419 19.70467193218155, -101.1472926446181 19.70456640219108, -101.1475884714192 19.70451222750607, -101.1482816745814 19.70438896173864, -101.1486620798229 19.70431660185883, -101.148809704115 19.70465242629128, -101.1488890803042 19.70480125615645, -101.1492533722634 19.70571310433511, -101.1494237729843 19.70609390966957, -101.1495268677104 19.70632430093132, -101.149421478285 19.70632157237362, -101.1493504175276 19.70631973305482, -101.1492150302197 19.70631622864545, -101.1491355078135 19.70631294106379, -101.14911265417 19.7063119962515, -101.1487380681458 19.7062965104883, -101.1486858201077 19.70629497981386, -101.1486403580677 19.70629766824474, -101.1486025760087 19.70629990250561, -101.1484066306746 19.70631148970236, -101.1482317152227 19.70632183311893, -101.148087133624 19.70633038265028, -101.1475742462016 19.70636071023585, -101.1472674518218 19.70637884954505))",578,385,123
389,2136,16,54,PARAISO MONARCA,1,58258,,1468,1=X<z4F,"POLYGON ((-101.1483205895464 19.70351514549058, -101.1481603328337 19.70315939592901, -101.1479999834114 19.70279663377418, -101.1478655045943 19.70247232768078, -101.1482252487631 19.70240978874872, -101.1486073320316 19.70235222086375, -101.148671000435 19.70234319043253, -101.1487381753374 19.70233366298298, -101.1490399551065 19.70227596707986, -101.1492311752602 19.70294318680261, -101.1493838150127 19.70332658704502, -101.1491276718301 19.7033720138798, -101.1487257798384 19.70344328752391, -101.1483205895464 19.70351514549058))",203,132,50
390,2138,16,54,LOMAS DEL PUNHUATO,1,58256,,1470,1=X<z4F,"POLYGON ((-101.1406265633094 19.70380631540306, -101.1404694615284 19.70200663093744, -101.1411945192646 19.70190536640593, -101.1421149938482 19.70177680515625, -101.1423606246972 19.70167374610881, -101.1425891040583 19.70158062063998, -101.1427942337826 19.7014880007628, -101.1435821552836 19.70115976769689, -101.1438967624029 19.70104140865599, -101.1439672042825 19.70102481990735, -101.1441392211521 19.70109322104398, -101.1442680226504 19.70112867142625, -101.1442906188512 19.70114953847611, -101.1444358277067 19.70116013256169, -101.1445093255323 19.70115746816841, -101.144580825297 19.70115487617849, -101.1447557164446 19.70115983082955, -101.1448286012611 19.70113059696381, -101.1449684606067 19.70107449972081, -101.1452015420839 19.70098011800788, -101.1455771033628 19.70083118892707, -101.1456877363234 19.70075940839083, -101.1457718060771 19.70070974120549, -101.1457907406477 19.70069855492789, -101.1458266240802 19.70067735549216, -101.1458506690976 19.70066315360808, -101.1459813194239 19.70060783255436, -101.1460609672116 19.70057527765953, -101.1461639971799 19.70049125781527, -101.146269144987 19.70042658830108, -101.1464167330731 19.70033675089921, -101.1465698290982 19.70024156319057, -101.1468395584237 19.7001062281016, -101.1469061935246 19.7000648197626, -101.1470791022649 19.69995737072556, -101.1471328736095 19.69992657461824, -101.1472122693021 19.69980833098718, -101.1472284163803 19.6997842830318, -101.1474077402984 19.69948502112388, -101.147518265372 19.69928544453014, -101.1478000433472 19.70046136423957, -101.1478375209694 19.70068022977092, -101.148249223503 19.70059723803176, -101.1482646645595 19.70067052089975, -101.1484997251486 19.70192421745991, -101.1486073321673 19.70235222049854, -101.1482252484914 19.70240978944918, -101.1478655048651 19.70247232695037, -101.1478088467583 19.70248286309281, -101.1474162367733 19.70255586963534, -101.1468245816259 19.70266324099482, -101.1465121464179 19.70271861053671, -101.1462377340573 19.70276724098792, -101.1456078579549 19.70287886473615, -101.145013156515 19.70298798644006, -101.1447760649638 19.70303148976275, -101.1442680601121 19.70312470115928, -101.1437746289146 19.70321577509744, -101.1423484525721 19.70347900061409, -101.1406265633094 19.70380631540306))",3273,2228,786
391,2142,16,54,LOMAS DEL PUNHUATO,10,58254,,1474,1=X<z4h,"POLYGON ((-101.1458266241674 19.70067735516132, -101.1458220569815 19.70067332456374, -101.1455303371725 19.70042717269455, -101.1450140075363 19.70000856634319, -101.1450312750282 19.69994289812594, -101.1450796998809 19.69980511134769, -101.1453103629858 19.69966031349417, -101.1449379934846 19.69934221212311, -101.1445323392699 19.69899916882544, -101.1448958875906 19.69881453400727, -101.1456101589964 19.69845177642536, -101.1460055303203 19.6982509776125, -101.1460797617028 19.6982132774748, -101.1466924417262 19.6979021130203, -101.146898150382 19.69779784111729, -101.1473168790113 19.69758148985929, -101.147427990273 19.69808071753428, -101.1475105225813 19.6985388309247, -101.1475695899119 19.69906408016208, -101.1475456985658 19.69916658569005, -101.1475290586498 19.69926555894689, -101.147518265372 19.69928544453014, -101.1474077402984 19.69948502112388, -101.1472284163803 19.6997842830318, -101.1472122693021 19.69980833098718, -101.1471328736095 19.69992657461824, -101.1470791022649 19.69995737072556, -101.1469061935246 19.7000648197626, -101.1468395584237 19.7001062281016, -101.1465698290982 19.70024156319057, -101.1464167330731 19.70033675089921, -101.146269144987 19.70042658830108, -101.1461639971799 19.70049125781527, -101.1460609672116 19.70057527765953, -101.1459813194239 19.70060783255436, -101.1458506690976 19.70066315360808, -101.1458266241674 19.70067735516132))",3273,2228,786
392,2139,16,54,EUCALIPTOS (GIGANTES DE MICHOACAN),1,58250,,1471,1=X<z4H,"POLYGON ((-101.1495392891851 19.69971097041658, -101.1497554662962 19.69912576043686, -101.1501680081718 19.69790765784401, -101.1504661081152 19.69700980427911, -101.1506020275617 19.69712746402836, -101.1510048963582 19.69739105726264, -101.1512968240699 19.69759628972682, -101.1514187266895 19.69769551644235, -101.1514634386842 19.6977264467834, -101.1521601170166 19.69826642717803, -101.1521461140745 19.69836732992247, -101.1521311263267 19.69854357796195, -101.1520956908995 19.69896027936672, -101.152053783925 19.69936964779565, -101.1519597224284 19.69940588512205, -101.1518396539623 19.69941923407887, -101.1513023203835 19.69947339860758, -101.1511650029205 19.6994919828098, -101.1507768015297 19.69954452043111, -101.1495392891851 19.69971097041658))",186,143,58
393,2141,16,54,LANCASTER,23,58250,,1473,1=X<z4H>,"POLYGON ((-101.149086847821 19.70226702113152, -101.1491018728133 19.70174204616544, -101.1491562872793 19.70141533743677, -101.1492444962939 19.70110412898698, -101.149219526545 19.70076603439322, -101.149301462551 19.70066067404255, -101.1495392893212 19.69971097005089, -101.1507768016664 19.69954452006543, -101.1511650030574 19.69949198244414, -101.1513023205204 19.69947339824196, -101.1518396540994 19.69941923371318, -101.1519597224284 19.69940588512206, -101.1520537837877 19.69936964816134, -101.1520564142724 19.69952409710168, -101.1520599594266 19.69973224897678, -101.1520728762356 19.7004906171588, -101.1520461692759 19.70049586876499, -101.1509765201728 19.70070619940146, -101.1508184883592 19.70073532292542, -101.1507316553836 19.70134708395555, -101.1507028515977 19.70198524894769, -101.1506523200466 19.70199539691992, -101.14983492917 19.70212950048538, -101.1494708228685 19.70219363071947, -101.149086847821 19.70226702113152))",952,717,323
394,2143,16,54,FRANCISCO JAVIER CLAVIJERO,1,58254,,1475,1=X<z4h,"POLYGON ((-101.1421149938482 19.70177680515625, -101.1419994347889 19.70035156057305, -101.1417577621797 19.70035444625037, -101.1417266585411 19.69999152773308, -101.1419613546963 19.69985933454067, -101.1419592986983 19.69852066078015, -101.1420600081958 19.69850232322662, -101.1422429473744 19.69846212780547, -101.1431947565952 19.69829932975307, -101.1436196001928 19.69822093991881, -101.1445323392699 19.69899916882544, -101.1449379934846 19.69934221212311, -101.1453103629858 19.69966031349417, -101.1450796998809 19.69980511134769, -101.1450312750282 19.69994289812594, -101.1450140075363 19.70000856634319, -101.1455303371725 19.70042717269455, -101.1458220572503 19.70067332383283, -101.1458266241674 19.70067735516132, -101.1457907406477 19.70069855492789, -101.1457718060771 19.70070974120549, -101.1456877363234 19.70075940839083, -101.1455771033628 19.70083118892707, -101.1452015420839 19.70098011800788, -101.1449684606067 19.70107449972081, -101.1448286012611 19.70113059696381, -101.1447557164446 19.70115983082955, -101.144580825297 19.70115487617849, -101.1445093255323 19.70115746816841, -101.1444358277067 19.70116013256169, -101.1442906188512 19.70114953847611, -101.1442680226504 19.70112867142625, -101.1441392211521 19.70109322104398, -101.1439672042825 19.70102481990735, -101.1438967624029 19.70104140865599, -101.1435821552836 19.70115976769689, -101.1427942337826 19.7014880007628, -101.1425891040583 19.70158062063998, -101.1423606246972 19.70167374610881, -101.1421149938482 19.70177680515625))",1938,1304,424
395,2144,16,54,VALLE DEL PUNHUATO,1,58254,,1476,1=X<z4h,"POLYGON ((-101.1445323394191 19.69899916847967, -101.1436196001531 19.69822093992564, -101.1443255141784 19.69812772049524, -101.1444986154626 19.69809391473066, -101.1450500264881 19.69798622588997, -101.1455528054178 19.69789666631156, -101.146446503152 19.69771102775017, -101.1466924417262 19.6979021130203, -101.1460797617028 19.6982132774748, -101.1460055303203 19.6982509776125, -101.1456101589964 19.69845177642536, -101.1448958875906 19.69881453400727, -101.1445323394191 19.69899916847967))",217,155,66
396,2145,16,54,MIL CUMBRES,1,58254,,1477,1=X<z4h,"POLYGON ((-101.1466924417262 19.6979021130203, -101.146446503152 19.69771102775017, -101.1455528055994 19.69789666595833, -101.1451597492029 19.69759273946052, -101.144981714871 19.69745738314886, -101.1449274698025 19.69741528760137, -101.1447907536857 19.69730911910467, -101.1445689933853 19.69713404658685, -101.1445149180962 19.697090168023, -101.1442942225888 19.69690849211331, -101.144135522509 19.69677784878475, -101.1440205286715 19.69668074169068, -101.1434882313284 19.69623123135862, -101.1434521043741 19.69621376590992, -101.1432702558402 19.6961077296077, -101.1429706165839 19.69584146674275, -101.1427850055346 19.69568077492308, -101.1427442989982 19.69563781950408, -101.1438429993326 19.69547807603172, -101.1439365968891 19.69546311866174, -101.146898150382 19.69779784111729, -101.1466924417262 19.6979021130203))",426,294,101
397,2146,16,54,FALDAS DEL PUNHUATO,1,58254,,1478,1=X<z4h,"POLYGON ((-101.1436196001928 19.69822093991881, -101.1434819298901 19.69803819768773, -101.1433588849329 19.69787318788305, -101.1433072919375 19.69780013647068, -101.1427158929811 19.69696275813589, -101.1426574695782 19.69688003417067, -101.1426401065974 19.69685544923005, -101.1425240906342 19.69693467540237, -101.1421562487565 19.69640775471927, -101.1421255873387 19.6963638330977, -101.1417427425798 19.69577771798693, -101.1417983692149 19.69576998228386, -101.1419708865115 19.69574598967365, -101.1420167042917 19.69573961769132, -101.142167656598 19.69570195428845, -101.1422706500508 19.69567625679329, -101.1425665169306 19.69563451270317, -101.1427442988566 19.6956378198538, -101.1427850055346 19.69568077492308, -101.1429706165839 19.69584146674275, -101.1432702558402 19.6961077296077, -101.1434521043741 19.69621376590992, -101.1434882311847 19.69623123170793, -101.1440205285263 19.69668074203965, -101.1441355224972 19.69677784876766, -101.1442942224429 19.69690849246209, -101.1445149179497 19.69709016837166, -101.1445689932386 19.69713404693547, -101.1447907536857 19.69730911910467, -101.1449274698025 19.69741528760137, -101.144981714871 19.69745738314886, -101.1451597492029 19.69759273946052, -101.1455528054178 19.69789666631156, -101.145050026524 19.69798622588341, -101.1444986154999 19.69809391472399, -101.1443255142161 19.69812772048851, -101.1436196001928 19.69822093991881))",434,306,119
398,2147,16,54,RINCON DEL PUNHUATO,1,58254,,1479,1=X<z4f,"POLYGON ((-101.1417266588065 19.69999152701709, -101.1399604565538 19.69998345229419, -101.1399154419773 19.69933424792405, -101.1395929375263 19.69931348335978, -101.1389843599787 19.69849379691971, -101.1390942599167 19.69776891048873, -101.1400477457713 19.69794950803638, -101.1408839907854 19.6975211365804, -101.1398316376593 19.69459508755981, -101.1405442210293 19.69442360417223, -101.1406370513939 19.69449820889553, -101.1409063324416 19.69471462007434, -101.141238667106 19.69498170423896, -101.1415384770119 19.69522264817535, -101.1418420908586 19.69545452202927, -101.1421676567309 19.69570195393736, -101.1420167044246 19.69573961734025, -101.141970886777 19.69574598895646, -101.1417983693477 19.69576998193281, -101.1417427428452 19.69577771726977, -101.1421255876044 19.69636383238071, -101.1421562490223 19.69640775400226, -101.1425240909003 19.69693467468553, -101.1426401067306 19.69685544887913, -101.1426574697113 19.69688003381976, -101.1427158931143 19.69696275778498, -101.1433072920709 19.69780013611988, -101.1433588850663 19.69787318753227, -101.1434819300237 19.69803819733696, -101.1436196003264 19.69822093956807, -101.1431947567286 19.69829932940235, -101.1422429475074 19.69846212745478, -101.1420600084615 19.69850232251022, -101.1419592989639 19.69852066006377, -101.1419613549619 19.69985933382463, -101.1417266588065 19.69999152701709))",899,638,211
399,2148,16,54,LOMAS DE LAS AMERICAS NORTE,23,58254,,1480,1=X<z4f,"POLYGON ((-101.146898150382 19.69779784111729, -101.1439365968608 19.69546311866162, -101.1455932966408 19.69519837415479, -101.1465493722603 19.69505223697342, -101.1467173615582 19.69483863611509, -101.1468798007422 19.69486573373291, -101.1469908444816 19.69498057292726, -101.147379841246 19.69492298539481, -101.1477231039238 19.69451880202871, -101.1478107511845 19.69440773631904, -101.148637424196 19.69463085219596, -101.1493292127383 19.69468843848765, -101.1493244490118 19.6947680692727, -101.1493200325473 19.69484196902803, -101.1492991322243 19.6953260089981, -101.1493002244526 19.69574931179793, -101.14935321065 19.69596033497113, -101.1494328648929 19.69611920402778, -101.1495644373629 19.69629475143009, -101.1493864723243 19.69633765545241, -101.149135872919 19.69640305938137, -101.1487514121907 19.69647550486141, -101.1484789673881 19.6962019708869, -101.1483639380105 19.69628055648681, -101.1485460007155 19.69651421163056, -101.1471970923602 19.696768383351, -101.1473168790113 19.69758148985929, -101.146898150382 19.69779784111729))",495,364,127
400,2149,16,54,LOMAS DE LAS AMERICAS SUR,23,58254,,1481,1=X<z4f,"POLYGON ((-101.1421676567309 19.69570195393736, -101.1418420908586 19.69545452202927, -101.1415384770119 19.69522264817535, -101.141238667106 19.69498170423896, -101.1409063324416 19.69471462007434, -101.1406370513939 19.69449820889553, -101.1405442210293 19.69442360417223, -101.1405667915517 19.69438572512749, -101.1408589328059 19.69409157053748, -101.141106520481 19.69343684253532, -101.1421980579515 19.69326485312293, -101.1431877663577 19.69199759347202, -101.1439074783464 19.69219630459777, -101.1445026530175 19.69247192852428, -101.1447674840277 19.69260621772448, -101.145309677287 19.69288114926643, -101.1454799065181 19.69301366601224, -101.1452132841816 19.69323626673736, -101.1454807826824 19.69342011481901, -101.1453890222366 19.69355411332981, -101.1436001330191 19.69386098545533, -101.1445140448 19.69458348369927, -101.1463597695078 19.69425131072489, -101.1464411329667 19.69422834464848, -101.146762220981 19.69424303531313, -101.1470478288972 19.69428180810746, -101.1472742468393 19.69428179923026, -101.1478107511894 19.69440773631918, -101.147723103929 19.69451880202877, -101.1473798412522 19.69492298539445, -101.1469908444891 19.69498057292684, -101.1468798007501 19.69486573373259, -101.1467173618363 19.69483863538229, -101.1465493722691 19.6950522369729, -101.1455932966526 19.69519837415405, -101.1439365968781 19.69546311866057, -101.1438429993326 19.69547807603172, -101.1427442989898 19.69563781950272, -101.1425665170637 19.69563451235208, -101.1422706501837 19.69567625644222, -101.1421676567309 19.69570195393736))",980,757,260
401,2150,16,54,FRAY ANTONIO DE LISBOA,1,58254,,1482,1=X<z4L,"POLYGON ((-101.1445140448 19.69458348369927, -101.1436001330191 19.69386098545533, -101.1453890222366 19.69355411332981, -101.1454807826824 19.69342011481901, -101.1452132841816 19.69323626673736, -101.1454799065181 19.69301366601224, -101.1460322584174 19.69344364741005, -101.1470317866013 19.69413286130721, -101.1472742468393 19.69428179923026, -101.1470478288972 19.69428180810746, -101.146762220981 19.69424303531313, -101.1464411329667 19.69422834464848, -101.1463597695078 19.69425131072489, -101.1445140448 19.69458348369927))",111,90,31
402,2170,16,54,UNIVERSIDADES DE AMERICA,1,58147,,1508,1=X<z@C,"POLYGON ((-101.2472054532773 19.72344669731732, -101.2433814764676 19.72392738760666, -101.2417908355524 19.72313788797675, -101.2414642330518 19.72299680845735, -101.2409756465795 19.72279119395636, -101.2409740266546 19.72184575119783, -101.2409925735357 19.72130981769847, -101.2413815252365 19.72085171635721, -101.2414316850032 19.72080147855763, -101.2417684111012 19.72041488366188, -101.2423066908938 19.71976202271245, -101.2423515613677 19.7194933521711, -101.2422932637745 19.71907590896241, -101.2422805302177 19.71899210826759, -101.2422449546834 19.7187891845242, -101.242248009341 19.71851645754211, -101.2422301407616 19.71841962035639, -101.2424538170999 19.71815034021082, -101.2425864197981 19.71798441155311, -101.2427496514247 19.71780349782619, -101.243011612468 19.71751548589397, -101.243059831345 19.71737981640947, -101.243135283498 19.71726205827143, -101.2431747244242 19.7170498395094, -101.242892684443 19.71704025747851, -101.2427819633918 19.71708030747007, -101.2427141683058 19.71719431923327, -101.2421047513429 19.71674113001795, -101.2422352624715 19.71657608631777, -101.2426104009669 19.71611143834228, -101.2426879678499 19.71601918455159, -101.2431673370052 19.71537162764211, -101.2433816025932 19.71508120400249, -101.2437048869726 19.7149880099069, -101.2440310030256 19.71487806514923, -101.2442085885863 19.71478459974448, -101.2452083469699 19.71532530930109, -101.2455619453028 19.7157045731767, -101.2457360848479 19.71595818696475, -101.2458599780709 19.71617066054196, -101.2459267896517 19.71661502533066, -101.2459679954704 19.71710114028144, -101.2461226095277 19.71756327591364, -101.2463613492066 19.7180308583212, -101.2469236319676 19.7180040760454, -101.2469163612674 19.71847779195621, -101.2469533782361 19.71943319634934, -101.2469640453169 19.72039800545443, -101.2469812130688 19.72087088698202, -101.2470122409619 19.72185774374828, -101.2477891317619 19.72187855758198, -101.2477935424225 19.72197636174178, -101.2478063410783 19.72202294085464, -101.2478148249019 19.72208735700527, -101.2481207170985 19.72467342677063, -101.2473619067895 19.72473332069708, -101.2472054532773 19.72344669731732))",362,156,96
403,2171,16,54,FELIX IRETA,1,58070,,1509,1=X<z3,"POLYGON ((-101.1953868036661 19.69214266263611, -101.1952072500058 19.69209478038467, -101.1943379746139 19.69185815895569, -101.193754703911 19.69170384623996, -101.1932337621519 19.69156633768018, -101.1927286570481 19.69144143095159, -101.1926651363749 19.69143127225321, -101.1925750297783 19.69141688247048, -101.1924154861685 19.69137724941772, -101.1919327204391 19.69125734908645, -101.1918287544429 19.69122226682081, -101.1917273255788 19.69120052946811, -101.1907210698894 19.69091042570624, -101.1906335021929 19.69089246052077, -101.1905159428195 19.69086726083053, -101.1891259365876 19.69049648855306, -101.1881186176133 19.69022807412785, -101.1880036801344 19.69020434779224, -101.1879570060006 19.69019430100816, -101.1875100903083 19.69007377013586, -101.1853572555157 19.68950482902222, -101.1841034009505 19.68916723354504, -101.1840595504276 19.68915664349809, -101.1840177752994 19.68914539360799, -101.1828986482716 19.68884911061611, -101.1810456711435 19.68834047329577, -101.1802595207678 19.68813804913694, -101.1801940739568 19.68812450715367, -101.1802068779864 19.68802190486053, -101.180219857548 19.68794759543661, -101.1802966429648 19.6875455200787, -101.1803987976859 19.68698893703413, -101.180501791246 19.68638722857795, -101.1805513341582 19.68612946128394, -101.1806258401932 19.68573328760869, -101.1807005662692 19.6853677872221, -101.1807863181672 19.68488630832931, -101.181462293331 19.68136818607011, -101.183396955837 19.68124749672966, -101.1836695071507 19.68123049258085, -101.1852057273662 19.68113464188682, -101.187000168844 19.68107521103815, -101.1872460604278 19.68112050082104, -101.1879921679686 19.68146947532833, -101.1883021984743 19.68161354857304, -101.1886128056884 19.68176783060341, -101.1892442651887 19.68205214607323, -101.1894697823235 19.68216309539636, -101.1897941932874 19.68227835542946, -101.1903427046793 19.68240028921258, -101.192054922525 19.68226307456981, -101.1929250821851 19.68211267505213, -101.1945762411061 19.68185883390074, -101.1955767571478 19.68141709768114, -101.1957828358734 19.68155978386982, -101.1959271987846 19.68221221610014, -101.1958582657585 19.68245245915534, -101.1957364505947 19.68288136861783, -101.1956561585045 19.68301908022867, -101.1955064011429 19.68806812507809, -101.1954924366344 19.68853894905466, -101.1954764855367 19.68907675507332, -101.1954619151562 19.68956801144148, -101.1954426936268 19.69021609005092, -101.1954144139422 19.69116958357716, -101.1953965662595 19.69177135058092, -101.1953858562058 19.69199764205449, -101.1953834910455 19.69205634076451, -101.1953868036661 19.69214266263611))",8630,6972,2739
404,2172,16,54,VICTOR MANUEL TINOCO RUBI,2,58330,,1510,1=X<z@s,"POLYGON ((-101.2421606543307 19.70559292046099, -101.2421299543149 19.70505942829249, -101.2423085825961 19.70496779204942, -101.2423128567312 19.70494261407986, -101.2422637358106 19.70451618213783, -101.2422190907829 19.70318587749347, -101.2421801972589 19.70310949984047, -101.2421240018987 19.70221694407464, -101.2421186173672 19.70213142011383, -101.2420277988801 19.70191334192042, -101.2416622131481 19.70131712874999, -101.2413539672272 19.70081829390761, -101.2419555889564 19.70067519938329, -101.2419648661739 19.70077402460883, -101.2421601177437 19.70184653209304, -101.2421716374388 19.70188008077287, -101.2421926673931 19.70193966721757, -101.2423641591748 19.7021732717168, -101.24311763767 19.70198704372163, -101.2429504802784 19.70137915311672, -101.2425307972185 19.70063059324404, -101.2424283874309 19.70056274475238, -101.2435028035596 19.7003071894836, -101.2437975519687 19.70108002834618, -101.2438532305543 19.7011961775141, -101.2438673747085 19.70124690335296, -101.2438918811823 19.70130345371095, -101.243911622915 19.70136811673547, -101.2439598923833 19.70149625022668, -101.2443578892911 19.70234289793182, -101.2444603140829 19.70260992711498, -101.2446134631198 19.70300919619884, -101.2446749078589 19.70319933063869, -101.2446776229538 19.70335825912256, -101.2446768438562 19.70346703895779, -101.2446763020036 19.7035426945559, -101.2446760760368 19.70357424508596, -101.244635019614 19.70384201760104, -101.2445601889814 19.70409401532872, -101.2444494442772 19.70432864525536, -101.2443835623387 19.70444793440853, -101.2441497674078 19.70475137945282, -101.2439157218331 19.70497459402181, -101.243662712842 19.705146213584, -101.2434452194027 19.70524827919469, -101.243283260101 19.70529602874603, -101.2431545250556 19.70533398285527, -101.2428276515584 19.70544173522374, -101.2425413960033 19.7055187437585, -101.2424264681829 19.70555615214984, -101.2423278224182 19.70557533673066, -101.2421606543307 19.70559292046099))",107,58,30
