,ID,ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICAC,CP,OTROS_CP,CONTROL,Geometry1_,geometry,POBTOT,P_18YMAS,TVIVHAB
126,1023,16,54,INDECO EL VIVERO,1,58196,,743,1=X<z3m,"POLYGON ((-101.2298551673092 19.6827027355308, -101.2296822486667 19.6826418842313, -101.2295566085869 19.68259767045587, -101.229479377298 19.68174627535851, -101.2295077594109 19.68173452354544, -101.2294992565011 19.68166030740698, -101.2294843204575 19.68130045376888, -101.2294785772522 19.68123203781862, -101.2294428725493 19.68089343172836, -101.2294323007807 19.68080338162552, -101.229343046017 19.68043228518435, -101.229322758491 19.68034156996026, -101.2292726975895 19.68000420541502, -101.2292595070335 19.67991531284202, -101.2297073503373 19.67957996721869, -101.2298999672118 19.67924131314917, -101.2302698816635 19.67832137855919, -101.229627996492 19.67707929971013, -101.2298271917119 19.67687531384601, -101.2317454141023 19.67750491620744, -101.2319542190823 19.67754381769506, -101.231367487974 19.67899095350302, -101.2307452359806 19.6805332436682, -101.2299963949959 19.68235850469736, -101.2298551673092 19.6827027355308))",469,356,125
127,1024,16,54,RECTOR HIDALGO,1,58190,,744,1=X<z3k,"POLYGON ((-101.2257177990607 19.68723856990618, -101.225487214997 19.6871509311871, -101.2252478130845 19.68705916730504, -101.2250824214802 19.68699522039168, -101.2248446720959 19.68690498032742, -101.2245313542027 19.68682284484481, -101.2242357795966 19.68679245884211, -101.2238477834793 19.68680505762799, -101.2237946482395 19.68681090639747, -101.223679066743 19.68682362877504, -101.2234917604827 19.68572122224069, -101.2236404500748 19.68556883030743, -101.2253573464753 19.6838171429223, -101.2254403502648 19.68373245586229, -101.2256813976624 19.68348651967334, -101.225675988778 19.683738200792, -101.2256826016576 19.68439503562006, -101.225679342556 19.68467563246261, -101.2256775026436 19.68480072296585, -101.2256750797172 19.68487789337189, -101.2256831548212 19.68520965681068, -101.2256743657228 19.68534832295348, -101.2256798491447 19.68548687401279, -101.2256772303666 19.68581706545845, -101.2256749374201 19.68590607942132, -101.2256866408423 19.68628212771895, -101.2256891743219 19.68641969287927, -101.2256926313347 19.68666978460752, -101.2256939394073 19.68676441390813, -101.2257177990607 19.68723856990618))",564,439,191
128,1025,16,54,TORREMOLINOS,2,58197,,745,1=X<z3k,"POLYGON ((-101.2234917606563 19.68572122187234, -101.2230885002593 19.68287759345413, -101.2228996785603 19.68251361201437, -101.2226299098128 19.68211073633138, -101.2222756703596 19.68180968743316, -101.222390108475 19.68169111542104, -101.223152675003 19.68099979349285, -101.2233862629314 19.68078774548582, -101.2241642669609 19.68007749322554, -101.2242717245548 19.67997807758952, -101.2255957198303 19.67876077539359, -101.225658873105 19.67866667014909, -101.2256620359991 19.67912345138434, -101.2256778595618 19.68033943530267, -101.2256788091494 19.68089140049926, -101.225677466425 19.68138476949919, -101.2256807037552 19.68171706229914, -101.2256813978371 19.68348651930465, -101.2254403502648 19.68373245586229, -101.2253573464753 19.6838171429223, -101.2236404500748 19.68556883030743, -101.2234917606563 19.68572122187234))",963,793,315
129,1202,16,54,HACIENDA DEL VALLE,23,58195,,4355,1=X<zA(,"POLYGON ((-101.2257571973503 19.66872939393806, -101.2257788762203 19.66862107987954, -101.2238165495922 19.66774705812352, -101.2240908316314 19.66710608083672, -101.2246266822686 19.66643116162526, -101.2248410529088 19.66616115379384, -101.2251639223219 19.66587884765294, -101.2254980407467 19.66562977955488, -101.2263466644159 19.66502280425259, -101.2286871905668 19.66395664943243, -101.2287042392252 19.66410766202203, -101.2290172126183 19.66409554803744, -101.2294635221381 19.6642909904613, -101.229798205127 19.66451824367469, -101.2300029906996 19.66485438988501, -101.2301912861591 19.66534007479596, -101.2308196513316 19.66797643075323, -101.2309277375461 19.66842990396414, -101.2303628016968 19.66847270650962, -101.229118321011 19.66857979355114, -101.2268336052506 19.66834271987763, -101.2257571973503 19.66872939393806))",805,585,267
130,1203,16,54,VILLA MAGNA,4,58330,,4356,1=X<z-,"POLYGON ((-101.3269887341681 19.68538692870167, -101.3263074292908 19.6855449703914, -101.3262384422895 19.68539881851672, -101.3262631524412 19.68536827742403, -101.3267219923543 19.68471170238481, -101.3274611811106 19.68445007417848, -101.3275881616087 19.6843942400819, -101.3275665254631 19.68430921387421, -101.327524302808 19.68421073478209, -101.3273091053149 19.68361211953928, -101.3272013094052 19.68367590467616, -101.3262590412252 19.68366152421443, -101.3261331028173 19.68371157771871, -101.3260881565916 19.68364485364976, -101.3260090595567 19.68328841671153, -101.3258326654301 19.68290425668465, -101.3256285072883 19.68253977841315, -101.3254419870207 19.68216057959131, -101.3252499250831 19.68177276717649, -101.325081940555 19.68141891979689, -101.3249958830534 19.6812558814953, -101.3248958065604 19.68106628330277, -101.3248249768237 19.68093223159076, -101.3247541472144 19.68079817983696, -101.3246465271571 19.68058191049156, -101.3245389074147 19.68036564104741, -101.3244433444734 19.68019297768077, -101.3243477817523 19.68002031423933, -101.3242482034804 19.67983441862551, -101.3241486254565 19.67964852292949, -101.32410893833 19.6795488022243, -101.3240692512586 19.6794490815043, -101.3240072074905 19.67934734490821, -101.3239451638056 19.67924560828163, -101.3238245966566 19.67892813072288, -101.323648805668 19.67858501963048, -101.3234696795339 19.67826482648947, -101.3233706361548 19.67807714689191, -101.3232715930253 19.6778894672126, -101.3231734663489 19.67771562840833, -101.3230753398997 19.67754178952574, -101.3229770569726 19.67735708378084, -101.3228787742891 19.67717237795569, -101.3227632791486 19.67699739674323, -101.3226477842725 19.67682241542776, -101.3225225685449 19.67664010976408, -101.3223973531144 19.67645780398077, -101.3222498448691 19.67602143409572, -101.3221395944071 19.67566573962555, -101.3222470664161 19.67533828510593, -101.3223294541616 19.67521645487904, -101.3224556678594 19.67512787185501, -101.3230460692153 19.67504777550693, -101.3234182929163 19.67495600884708, -101.3235757942573 19.67491532606717, -101.3239221680511 19.67453405803055, -101.324143582435 19.67432830783598, -101.3246896278511 19.67417240093825, -101.3246151632528 19.67405410607512, -101.324036468453 19.67406159696983, -101.323760027682 19.67398788537227, -101.3232166277439 19.67343698439383, -101.3229502114652 19.67335106525567, -101.3224733864263 19.67334998714644, -101.3221982133942 19.67345257298315, -101.3219702022316 19.6730833429101, -101.3220192965027 19.67298028149036, -101.3221059598015 19.67288979496146, -101.3223948572859 19.67276650185059, -101.3228564236281 19.67268203481322, -101.323057787159 19.67258885649352, -101.3232631598287 19.67224322806348, -101.3239312998902 19.67225028212384, -101.3246105786745 19.67382471287218, -101.3249270069397 19.6741046238613, -101.3262705107427 19.67402481850571, -101.3276845407063 19.67394852726192, -101.3277256738312 19.67432477828396, -101.3277614292468 19.67468177705053, -101.3277770694323 19.67505835884868, -101.3277772044508 19.6754206499297, -101.3278082805369 19.67580669270917, -101.3278336301005 19.67614933456712, -101.3278492709866 19.67652591627091, -101.3278649118046 19.67690249830731, -101.3279003895724 19.67724017820288, -101.327921059946 19.67761186405509, -101.3279467245588 19.67797623927019, -101.3279648110488 19.67834554329469, -101.3279852027944 19.67869791041266, -101.3280096115346 19.67897535160151, -101.3280158256463 19.67922887587621, -101.3280518998371 19.67943129159189, -101.3280799054754 19.67978114461022, -101.3280883679605 19.6799380716301, -101.3281055364433 19.68014310481885, -101.3281354092773 19.6804784911425, -101.3281462871654 19.68084542392946, -101.3281519073343 19.68123421172113, -101.3282134734724 19.68196524412424, -101.328379286533 19.68320454887976, -101.328392242125 19.68357150381813, -101.3285002733842 19.68446516368187, -101.3284737802943 19.68505570018441, -101.3281051527862 19.68513512984522, -101.3277365248325 19.6852145587846, -101.3269887341681 19.68538692870167))",4386,2848,1441
131,1204,16,54,RINCON DE LA TRINIDAD,2,58197,,4357,1=X<zA(,"POLYGON ((-101.226235229063 19.67174451063934, -101.2261833720842 19.67174455768797, -101.2256782535579 19.67173242149197, -101.2254524573403 19.67173062045913, -101.2248284359499 19.67172225489147, -101.2247886646689 19.67172173107235, -101.2232415674396 19.67170134772872, -101.2233540125094 19.67050882713263, -101.2231852857495 19.670381357233, -101.2232106845572 19.67036405197489, -101.2234535205027 19.67024241068964, -101.2236914064704 19.67019427120244, -101.2238743806337 19.67005642266142, -101.225509487691 19.66926787037133, -101.2257234940327 19.66900863185078, -101.2257571973502 19.66872939393806, -101.2268336052506 19.66834271987763, -101.2265661894647 19.67013819882207, -101.226235229063 19.67174451063934))",291,219,111
132,1321,16,54,EL EDEN,1,58341,,3421,1=X<z+>,"POLYGON ((-101.2618720280325 19.64440758783957, -101.2595323792356 19.65219173276905, -101.2580714290131 19.65184923907619, -101.252722292991 19.65099416889218, -101.2522971886889 19.65055927421682, -101.2512363194245 19.64944025314966, -101.2508788184378 19.64923095682279, -101.2504300441657 19.64912205418981, -101.2497653587034 19.64884407056509, -101.2493914838129 19.6489593180027, -101.2490515207623 19.64919941827095, -101.2486484201199 19.64944340495855, -101.2479588464779 19.64895269227236, -101.247793031435 19.64909666310275, -101.2474933709284 19.64921837281894, -101.2472090273974 19.64926650851521, -101.2476103757195 19.64874420366442, -101.2488345265891 19.64685461453991, -101.249463487005 19.64601642877298, -101.250449575008 19.64471210852776, -101.2508832774384 19.64427125843114, -101.2516888540812 19.64367992770301, -101.2532542242801 19.64241478527268, -101.254667558881 19.64148264880976, -101.2553093544446 19.64103654451368, -101.2566457437384 19.64012756764369, -101.2569819300983 19.63989073435764, -101.2572770919152 19.63978040218403, -101.2576616127807 19.63972809086404, -101.2577499196497 19.63971607722539, -101.2578802747421 19.63987261881365, -101.2579713641857 19.6399347302409, -101.2589587517026 19.64015483488474, -101.2594724242251 19.64017744459791, -101.2597824969373 19.64022141704845, -101.259925426496 19.64031349218149, -101.2597739622589 19.64032068091631, -101.2591267690364 19.64036300467357, -101.2595326338932 19.64112722400021, -101.2595460033478 19.64189724901783, -101.2600516951276 19.6423721254545, -101.2602492512699 19.64282097558119, -101.260336316999 19.64336866137455, -101.260476519335 19.64358743663846, -101.2607927050348 19.64387409242364, -101.2611376201394 19.64439116628522, -101.2614504491264 19.64419748204975, -101.2618720280325 19.64440758783957))",135,89,44
133,1322,16,54,MONTE RUBIO,1,58341,,3422,1=X<z+>,"POLYGON ((-101.2516888540812 19.64367992770301, -101.251539932223 19.64356345112018, -101.2515003865062 19.64353252108891, -101.250792908029 19.64326442293548, -101.2497500846642 19.6427912998661, -101.2496598511043 19.64275023446241, -101.249836320968 19.64260110087158, -101.2500539951049 19.64242399735986, -101.2504088925064 19.64209338458795, -101.2506152828511 19.64178441896091, -101.2509693860599 19.64129787801587, -101.2518871176846 19.64059912668455, -101.252335970944 19.64037296636942, -101.2528637069905 19.64017488006561, -101.25327743008 19.64006993606451, -101.2537181302413 19.63997743920416, -101.2545286484435 19.63975106803074, -101.2550787224249 19.63960004436046, -101.2559817666573 19.63933912275709, -101.2563958865066 19.63914415506812, -101.2569819300983 19.63989073435764, -101.2566457437384 19.64012756764369, -101.2553093544446 19.64103654451368, -101.254667558881 19.64148264880976, -101.2532542242801 19.64241478527268, -101.2516888540812 19.64367992770301))",113,71,36
134,1369,16,54,DE DOLORES,7,58332,,3052,1=X<z{-,"POLYGON ((-101.3696383662361 19.67064676150254, -101.3686979883071 19.67018289040183, -101.3683770327179 19.67018542459012, -101.3680717640121 19.67015717469678, -101.3678144547212 19.67009771529806, -101.3675289331168 19.67007090280661, -101.3670149138793 19.6699927430117, -101.3663515310042 19.66995584868831, -101.3654692763131 19.67000291533038, -101.3642824686564 19.67002533791537, -101.3633820270498 19.66976539631477, -101.3626504615124 19.6694896014018, -101.3624438873546 19.66938024133763, -101.3617430777443 19.66915106698718, -101.3605701521332 19.66886196431102, -101.3601539193606 19.66879964121117, -101.3605927085335 19.66682889805946, -101.3610981160965 19.66576184970302, -101.3611218745912 19.66570240782448, -101.361256972583 19.66560171945898, -101.3620793909002 19.66430844738595, -101.362263579743 19.66380450872547, -101.3643772945919 19.66364482124953, -101.3663556323074 19.66369093596063, -101.3727219036931 19.66847445564194, -101.3717317016861 19.67056975572299, -101.3713843489793 19.67130716357988, -101.3696383662361 19.67064676150254))",890,608,238
135,1417,16,54,DE DOLORES,7,58331,,1181,1=X<z-,"POLYGON ((-101.3831971677994 19.68063633088144, -101.3832066761328 19.67987576160834, -101.3830073729815 19.67891802016029, -101.3838918995479 19.67847688844181, -101.3852115117708 19.67806953318647, -101.3848916040396 19.6770508919241, -101.385083367411 19.67597979165651, -101.3848252263086 19.6760754930174, -101.3833979301338 19.67605741214814, -101.3829493649225 19.67612817554732, -101.3825967420735 19.67607730456578, -101.3814565345455 19.6763053770114, -101.3805950687629 19.67621495837544, -101.3795803918247 19.67633951135659, -101.3786522966397 19.67637032675063, -101.3774812588264 19.67649693957965, -101.3761520858707 19.67650527734292, -101.3724763205554 19.67646130252172, -101.3710705993936 19.67658171643907, -101.3700378598837 19.67680829865659, -101.3693825647609 19.67677991377784, -101.3700095991372 19.67621612546351, -101.371562273658 19.67545494062436, -101.3723745589184 19.67486092260232, -101.3727109984656 19.67447687754022, -101.3728451757924 19.67363257885046, -101.3731101367755 19.67346061452605, -101.3741634921967 19.67306178003351, -101.3752728647868 19.6728464883196, -101.3761981329818 19.67264130758817, -101.3772684683902 19.67229356595653, -101.3776000050591 19.67221499360224, -101.3804515883885 19.67251690909924, -101.3830523983612 19.67279223259446, -101.3847105650093 19.67295916579821, -101.3861066000544 19.67306827810864, -101.3863401700738 19.67308074289986, -101.3873556605989 19.67317622537822, -101.3883711516661 19.67327170198122, -101.3894585873588 19.67338790671334, -101.3901377593273 19.67347861182393, -101.3908124095092 19.67353190490695, -101.3916648064544 19.67360151036294, -101.3920695505385 19.67363036989692, -101.3929455285555 19.67370281553329, -101.3928867567371 19.67442905101398, -101.3928448077305 19.67514576787951, -101.3928223590967 19.67563865758067, -101.3927962394562 19.67585945920955, -101.3926743303993 19.67695774538046, -101.3924838166345 19.67834316095139, -101.3927074606473 19.67839477810787, -101.3931269445795 19.6784915967992, -101.3933170602696 19.67845766006066, -101.3934939122806 19.6784896799718, -101.3933347299577 19.67928128201902, -101.3928462008673 19.68192989642821, -101.3928127372439 19.68198544149925, -101.3874831073739 19.67955769512789, -101.3831971677994 19.68063633088144))",890,608,238
136,1396,16,54,JARDINES DE SINDURIO,2,58337,,1158,1=X<z@S,"POLYGON ((-101.2568342804088 19.70184283153548, -101.2566033262615 19.7006929469236, -101.256487248856 19.70065501178716, -101.2558522870232 19.69750806876244, -101.2561325040689 19.69746582219351, -101.2564675248828 19.69741635238551, -101.2574264955154 19.69726777860602, -101.2575157220866 19.69748116330253, -101.2575670061726 19.69782897855145, -101.2577602547061 19.69931770653731, -101.2580412102607 19.70160523947712, -101.2577911809192 19.70165769775434, -101.257424824771 19.70175415080463, -101.2573474136412 19.7017608984952, -101.2568342804088 19.70184283153548))",1029,771,307
137,1397,16,54,LOMAS DE LA AURORA (JARDINES DE LA AURORA),1,58337,,1159,1=X<z@q,"POLYGON ((-101.2609038097831 19.70295334481167, -101.2606912368924 19.70137763365279, -101.2605335454854 19.70059065153206, -101.2602901884733 19.69930049354583, -101.2603193029736 19.69929698212947, -101.2605493348415 19.69928720964488, -101.2609110544372 19.69918765916095, -101.2609594188895 19.69917236309582, -101.2610062900882 19.69916066123158, -101.2616025023634 19.69900475723102, -101.2616476268005 19.69899174211709, -101.2616899482168 19.69898177959285, -101.2624943331359 19.69875311906388, -101.2623817199015 19.69853549612307, -101.263335919736 19.69786053936347, -101.2634788207072 19.69779432050487, -101.2641494097094 19.69965553900393, -101.2644880738543 19.70059548042776, -101.2648377087048 19.70156585609958, -101.2645800345047 19.70172711140566, -101.2643796946887 19.70185248577692, -101.264167878685 19.70199231755097, -101.2639560622985 19.70213214910898, -101.2637073207178 19.70228156076998, -101.2635455416314 19.70233444401554, -101.2631188522327 19.70247388434561, -101.2626907312904 19.70261379157541, -101.26223385295 19.7027547618543, -101.2616559436062 19.70284698486805, -101.2615661904193 19.70285967525429, -101.2612218620159 19.7029083601201, -101.2609038097831 19.70295334481167))",360,242,103
138,1398,16,54,TINIJARO,1,58337,,1160,1=X<z@p,"POLYGON ((-101.2590597072274 19.70326746650142, -101.2589267665288 19.703337289808, -101.2586553431805 19.70213287946524, -101.2586390411584 19.70135015241319, -101.2581819761628 19.7014142753009, -101.2580919392696 19.70151000484137, -101.2580412102607 19.70160523947712, -101.2577602547061 19.69931770653731, -101.2575670061726 19.69782897855145, -101.2575157220866 19.69748116330253, -101.2574264955154 19.69726777860602, -101.2573243924281 19.69655394832022, -101.2572906529013 19.69636395484484, -101.2573154638011 19.69635564885683, -101.2589155408415 19.69592675478266, -101.2582731509927 19.69453030635636, -101.2576523256294 19.69442360588397, -101.2576042970522 19.69442965547383, -101.2575732092229 19.69429905878308, -101.2575659594633 19.69426637028116, -101.2575183286354 19.69374391175185, -101.2578256776504 19.69367775558022, -101.2580025188349 19.69362218888879, -101.2580727264981 19.69349945001733, -101.2581299973142 19.69329873064393, -101.2579858931616 19.69276203261467, -101.2591035128343 19.69265226562844, -101.2595834599977 19.69267707395339, -101.2600634067778 19.69270188168415, -101.260910567993 19.69424933134361, -101.2619724191873 19.69406720356339, -101.2622910776131 19.69398024078525, -101.2624074540264 19.6940534033721, -101.2629113780482 19.69474703697913, -101.2635814574626 19.69429084732918, -101.2625858423629 19.69307523835447, -101.2622454856678 19.692564123403, -101.262182370359 19.69132764405915, -101.2624230229288 19.69049514892513, -101.2626686206539 19.69065173467608, -101.2627545040241 19.69076470257256, -101.2634399299262 19.69166626954856, -101.2639393243515 19.69232688640417, -101.26396092586 19.69235154616634, -101.264123460549 19.69253709150092, -101.2653256114708 19.69395054928265, -101.2656010062303 19.69563059539668, -101.2643107970769 19.69604151229607, -101.2648279681332 19.69644222827784, -101.2651183287348 19.6965298408712, -101.2655673477139 19.69664526286203, -101.2655870640182 19.69665033098063, -101.2661159733753 19.69674366450212, -101.266485036035 19.69681236945598, -101.2667694781333 19.69690919949772, -101.2669559702007 19.69699110027567, -101.2662228526329 19.69704951303172, -101.2653452490134 19.69714533636615, -101.26491392991 19.69719242941755, -101.2647495808455 19.69719453567174, -101.2645490552765 19.69716898127753, -101.2643863879014 19.69719254722733, -101.2642013705674 19.69722252185809, -101.2638268061612 19.69747297623432, -101.2637386212903 19.6975090993107, -101.2634565051875 19.69762467375171, -101.2634788207072 19.69779432050487, -101.263335919736 19.69786053936347, -101.2623817199015 19.69853549612307, -101.2624943331359 19.69875311906388, -101.2616899482168 19.69898177959285, -101.2616476268005 19.69899174211709, -101.2616025023634 19.69900475723102, -101.2610062900882 19.69916066123158, -101.2609594188895 19.69917236309582, -101.2609110544372 19.69918765916095, -101.2605493348415 19.69928720964488, -101.2603193029736 19.69929698212947, -101.2602901884733 19.69930049354583, -101.2605335454854 19.70059065153206, -101.2606912368924 19.70137763365279, -101.2610315182691 19.70293528171704, -101.2609038097831 19.70295334481167, -101.2607879478048 19.70296973131378, -101.2604641498813 19.70300944341718, -101.2603628380793 19.70302186779197, -101.2599916910705 19.70308399118431, -101.2598924573594 19.7031006001948, -101.2594542102019 19.70316058249147, -101.2590597072274 19.70326746650142))",1130,796,293
139,1399,16,54,IGNACIO LOPEZ RAYON,1,58337,,1161,1=X<z@p,"POLYGON ((-101.2522502406549 19.692189928435, -101.2517809620053 19.69217349631428, -101.2511438265174 19.69214937600449, -101.2504800451267 19.69212424452322, -101.2504810018855 19.69189792426019, -101.2505666620645 19.68967920886555, -101.2510105756677 19.68968244523528, -101.2512176660022 19.68959618754579, -101.2513090818875 19.68945908986944, -101.2527430795321 19.68952214413413, -101.253171338533 19.6895348815781, -101.2535864683478 19.68955790026384, -101.2540139879764 19.6895775104116, -101.2545739245105 19.68960207442663, -101.2551332094378 19.6895795386745, -101.255179448751 19.68917025271483, -101.2552417599139 19.68879212565781, -101.2552912308939 19.68842516665752, -101.255741941565 19.68846688880122, -101.2558962959968 19.68856025655047, -101.2559006308248 19.6888069199623, -101.255916713799 19.6892015461951, -101.2559202894667 19.68960759520373, -101.2559364363837 19.68999714045481, -101.2559415694809 19.69015949269038, -101.2558847102666 19.69038488401742, -101.2576159404188 19.68929689257304, -101.2576139798105 19.68937778997898, -101.2575941945558 19.68959145527428, -101.2575755996731 19.68975600330897, -101.2575757477026 19.6899352433717, -101.2575739300268 19.69031167427203, -101.2575703891893 19.69107125641717, -101.2575750084716 19.69134028626072, -101.2559766168281 19.69143673053606, -101.255529480931 19.69134490148355, -101.2553028806325 19.69130265966782, -101.2551150969342 19.69126450663498, -101.2546967921199 19.69118620796896, -101.2540296451776 19.69096664612889, -101.2536554428705 19.69122441812787, -101.2534512577019 19.69136517030516, -101.2531929618293 19.69150659482221, -101.2527870287602 19.69175895590062, -101.2524599054548 19.69208031944587, -101.2522502406549 19.692189928435))",895,574,222
140,1400,16,54,FITEM (AMP IGNACIO LOPEZ RAYON),1,58337,,1162,1=X<z@p,"POLYGON ((-101.2545977948766 19.6896011126329, -101.2540139879766 19.6895775104116, -101.2535864683479 19.68955790026384, -101.2531713385332 19.6895348815781, -101.2527430795323 19.68952214413412, -101.2515639591547 19.68947029791542, -101.2513090818876 19.68945908986941, -101.2514854592467 19.68919373328911, -101.2515382633378 19.68912926398962, -101.2516887976027 19.68894547412707, -101.2519118129875 19.68867424162818, -101.2523245265008 19.68819240687846, -101.252538376447 19.68797268740745, -101.2525496299131 19.68795288788341, -101.2527169665662 19.68747392048786, -101.2527973876223 19.68729196561948, -101.2530110816293 19.68744074258391, -101.2535354285232 19.68780579835378, -101.253934327203 19.68817001525778, -101.2541769186766 19.68830825385849, -101.2549580611918 19.68839021149535, -101.2551159981187 19.68840678184226, -101.2552912308941 19.68842516665752, -101.2552417599139 19.68879212565781, -101.2551794487512 19.68917025271483, -101.255133209438 19.6895795386745, -101.2545977948766 19.6896011126329))",381,252,90
141,1401,16,54,NUEVA ESPERANZA,1,58337,,1163,1=X<z@p,"POLYGON ((-101.2488671765492 19.69001548861652, -101.2485959969664 19.6901815918732, -101.248547211588 19.68996269909911, -101.248087027872 19.68951544676437, -101.2470113323007 19.68867911292583, -101.2470072900683 19.68868140697524, -101.247972217508 19.68794221436469, -101.2487074252464 19.6874519191283, -101.2494818431718 19.68693546876521, -101.2497349543677 19.68683057030733, -101.2501482680653 19.68672138934377, -101.2506713678625 19.68657986828825, -101.2508293588226 19.68658325592867, -101.2518013930499 19.6866878591232, -101.2520417023229 19.68680540771444, -101.2527973876223 19.68729196561948, -101.252716966566 19.68747392048785, -101.2525496299129 19.68795288788344, -101.2525383764469 19.68797268740749, -101.2523245265006 19.68819240687846, -101.2519118129873 19.68867424162818, -101.2514854592467 19.68919373328911, -101.2513090818876 19.68945908986941, -101.2512115634403 19.6896092769718, -101.2510105756677 19.68968244523528, -101.2505666620644 19.68967920886555, -101.2488671765492 19.69001548861652))",998,672,255
142,1402,16,54,MARIANO ABASOLO,1,58240,,1164,1=X<z@W,"POLYGON ((-101.2558847102665 19.69038488401742, -101.2559415694808 19.69015949269038, -101.2559364363836 19.68999714045481, -101.2559202894667 19.68960759520373, -101.2559167137989 19.6892015461951, -101.2559006308247 19.6888069199623, -101.2558984634039 19.68868358825735, -101.2558962959968 19.68856025655047, -101.255741941565 19.68846688880122, -101.2552912308939 19.68842516665752, -101.2559028272761 19.68592726479543, -101.2560526925341 19.68531906259856, -101.2560515613481 19.68592794331353, -101.2571356364986 19.68591937178369, -101.2571639504567 19.6864907152317, -101.2580235877755 19.68644663777335, -101.2586701669128 19.68648013631188, -101.2590847906595 19.68651092709882, -101.2592250168856 19.68652242855656, -101.2595670616473 19.68651433205194, -101.2606360674454 19.68643555279731, -101.2608742117826 19.68761421894303, -101.2603358533746 19.6878048036431, -101.2596183593662 19.68799128628303, -101.25862441843 19.68824961445305, -101.2583299382255 19.68832687488231, -101.2583041859697 19.68833373617281, -101.2582573900946 19.68834500463435, -101.2576984927221 19.68849511257292, -101.2575930728266 19.68851516521932, -101.2576146757202 19.68881746280288, -101.2576209464061 19.68903111887544, -101.2576159404187 19.68929689257304, -101.2558847102665 19.69038488401742))",914,659,275
143,1403,16,54,BENITO JUAREZ,1,58337,,1165,1=X<z@p,"POLYGON ((-101.2552912308941 19.68842516665752, -101.2551159981187 19.68840678184226, -101.2549580611918 19.68839021149535, -101.2541769186764 19.68830825385849, -101.2539343272028 19.68817001525778, -101.2535354285232 19.68780579835378, -101.2531664075026 19.6875488824278, -101.2527973876221 19.68729196561948, -101.2520417023229 19.68680540771444, -101.2518013930499 19.6866878591232, -101.2508293588226 19.68658325592867, -101.2506713678625 19.68657986828825, -101.2506689516341 19.68645784085678, -101.2506445675882 19.68522612726833, -101.2506397328684 19.68498190215618, -101.2526230419434 19.68362966280725, -101.2556919006925 19.68252821301663, -101.2556282766475 19.68317170740704, -101.2559063900387 19.68422920171106, -101.2559772865765 19.68454775933524, -101.2560481834614 19.68486631689328, -101.2560526925341 19.68531906259856, -101.2552912308941 19.68842516665752))",742,501,224
144,1404,16,54,LA QUEMADA,8,58337,,1166,1=X<z@x,"POLYGON ((-101.2397003187938 19.69103542170681, -101.2395712315714 19.69073394053473, -101.2392981943453 19.69009626178561, -101.2384828916357 19.6881920841113, -101.2383579306601 19.68795905780651, -101.2382973035939 19.68777685291855, -101.2382131328051 19.68756363564163, -101.240408708933 19.6855227121697, -101.2406721593596 19.68540908817995, -101.2411311947978 19.68521325022199, -101.2422181719303 19.68563638817028, -101.2430614214727 19.68603710149577, -101.2437465929515 19.68636269131911, -101.2446430050437 19.68668401474197, -101.245095869393 19.68678251903388, -101.2452318127396 19.68678515754524, -101.2458035453524 19.68679625311716, -101.2467388732239 19.68660384315412, -101.2485648407158 19.6858656914589, -101.2505169019614 19.68505064851416, -101.2506397332474 19.68498190144886, -101.2506445679671 19.68522612656106, -101.250668952013 19.6864578401499, -101.2506713678625 19.68657986828825, -101.2502982719899 19.68668080698947, -101.250216204916 19.6867030095933, -101.2501743430153 19.68671433498615, -101.2501578712426 19.6867187912857, -101.2501482680653 19.68672138934377, -101.2501434688662 19.68672265710655, -101.250045321168 19.68674858390073, -101.2497349543677 19.68683057030733, -101.2494818431718 19.68693546876521, -101.2487074252464 19.6874519191283, -101.247086393697 19.68862080925118, -101.2470113323007 19.68867911292583, -101.2469283800473 19.68861514981829, -101.2465048734565 19.68824621497137, -101.245880916208 19.68763983781651, -101.24582083442 19.68768159736494, -101.2444998296613 19.68859974983815, -101.2441178394248 19.68713127954045, -101.2411307366353 19.68784743604174, -101.2413497456072 19.69067915933596, -101.2405489034724 19.69089540696829, -101.2404075270918 19.69091141047229, -101.240019268549 19.69095535992636, -101.2399598904618 19.69096208123442, -101.2398712333025 19.69097301022871, -101.2397396972018 19.69098700585631, -101.2397003187938 19.69103542170681))",1397,977,373
